,pollPlaceName,googlePlaceID,dates,county,idTown,lat,lng,address,url
101,AV-REID H. COFER LIBRARY,ChIJgUxyaD6m9YgROQhY-JjNMrQ,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 12:00 PM - 06:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",DeKalb County,044,33.8572466,-84.2085288,"5234 LAVISTA RD, TUCKER, GA 30084","https://www.google.com/maps/search/5234+LAVISTA+RD+TUCKER,+GA,+30084"
102,AV-SOUTH DEKALB,ChIJj71haIAA9YgRy36SwFtJwmU,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 12:00 PM - 06:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",DeKalb County,044,33.708728,-84.2748135,"2801 CANDLER ROAD, DECATUR, GA 30034","https://www.google.com/maps/search/2801+CANDLER+ROAD+DECATUR,+GA,+30034"
103,AV-STONECREST (FORMER SAM'S CLUB),ChIJvVQHQYmy9YgRrXo-o6E50xc,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 12:00 PM - 06:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",DeKalb County,044,33.6953382,-84.0864335,"2994 TURNER HILL ROAD, STONECREST, GA 30038","https://www.google.com/maps/search/2994+TURNER+HILL+ROAD+STONECREST,+GA,+30038"
104,DODGE COUNTY REGISTRARS OFFICE,ChIJRXCrrSQK8YgRcLrfWao27yo,['10/12/2020 - 10/30/2020 09:00 AM - 05:00 PM'],Dodge County,045,32.2009748,-83.1754335,"5016 COURTHOUSE CIRCLE, EASTMAN, GA 31023","https://www.google.com/maps/search/5016+COURTHOUSE+CIRCLE,+SUITE+B+EASTMAN,+GA,+31023"
105,VIENNA VOTING PRECINCT,ChIJbQXKdewx8ogRjzi5BH44dv8,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Dooly County,046,32.0959896,-83.77990810000001,"402 HAWKINSVILLE ROAD, VIENNA, GA 31092","https://www.google.com/maps/search/402+HAWKINSVILLE+ROAD+VIENNA,+GA,+31092"
106,CANDY ROOM,ChIJWyXolXt58ogRPej80W3cSt8,"['10/12/2020 - 10/16/2020 08:30 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Dougherty County,047,31.5789023,-84.1503563,"125 PINE AVE, ALBANY, GA 31701","https://www.google.com/maps/search/125+PINE+AVE+ALBANY,+GA,+31701"
107,0730-OLD COURTHOUSE,ChIJgyZh90Am9YgRD6FHvc-bkME,['10/19/2020 - 10/30/2020 08:00 AM - 06:00 PM'],Douglas County,048,33.749083,-84.750507,"6754 CHURCH STREET, DOUGLASVILLE, GA 30134","https://www.google.com/maps/search/6754+CHURCH+STREET+DOUGLASVILLE,+GA,+30134"
108,0785-BOUNDARY WATERS AQUATIC CENTER,ChIJU5eTAHDf9IgRLF0hNRW1S-U,['10/19/2020 - 10/30/2020 08:00 AM - 06:00 PM'],Douglas County,048,33.6708648,-84.6590284,"5000 GEORGIA HIGHWAY 92, DOUGLASVILLE, GA 30135","https://www.google.com/maps/search/5000+GEORGIA+HIGHWAY+92+DOUGLASVILLE,+GA,+30135"
109,1260- DOG RIVER LIBRARY,ChIJBUMl0vDW9IgRx6PUjf0LU1E,['10/19/2020 - 10/30/2020 08:00 AM - 06:00 PM'],Douglas County,048,33.6379688,-84.8275846,"6100 GA. HIGHWAY 5, DOUGLASVILLE, GA 30135","https://www.google.com/maps/search/6100+GA.+HIGHWAY+5+DOUGLASVILLE,+GA,+30135"
110,1270-ATLANTA WEST PENTECOSTAL CHURCH,ChIJRabwtDEi9YgRxPiSKMVj9cc,['10/30/2020 - 10/30/2020 08:00 AM - 06:00 PM'],Douglas County,048,33.7823771,-84.6402281,"2960 SKYVIEW DR, LITHIA SPRINGS, GA 30122","https://www.google.com/maps/search/2960+SKYVIEW+DR+LITHIA+SPRINGS,+GA,+30122"
111,1276-DEER LICK PARK REC. CTR.,ChIJAeFMADYh9YgRKfym339KeH0,['10/19/2020 - 10/30/2020 08:00 AM - 06:00 PM'],Douglas County,048,33.7492714,-84.6852474,"2105 MACK RD, DOUGLASVILLE, GA 30135","https://www.google.com/maps/search/2105+MACK+RD+DOUGLASVILLE,+GA,+30135"
112,736S- CHURCH AT CHAPEL HILL,ChIJj2NRDevY9IgRELGLveIbgIw,['10/30/2020 - 10/30/2020 08:00 AM - 06:00 PM'],Douglas County,048,33.659474,-84.7144127,"5357 CHAPEL HILL ROAD, DOUGLASVILLE, GA 30135","https://www.google.com/maps/search/5357+CHAPEL+HILL+ROAD+DOUGLASVILLE,+GA,+30135"
113,DOUGLAS COUNTY COURTHOUSE,ChIJr-pkMfYm9YgR3kFQ6zBSjog,"['10/12/2020 - 10/30/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Douglas County,048,33.7433513,-84.7306584,"8700 HOSPITAL DR, DOUGLASVILLE, GA 30134","https://www.google.com/maps/search/8700+HOSPITAL+DR+DOUGLASVILLE,+GA,+30134"
114,WOODIE FITE,ChIJm49au_Ym9YgREFNupK9AQQY,['10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM'],Douglas County,048,33.7453685,-84.7270997,"8750 DORRIS RD, DOUGLASVILLE, GA 30134","https://www.google.com/maps/search/8750+DORRIS+RD+DOUGLASVILLE,+GA,+30134"
115,REGISTRAR'S OFFICE,ChIJx4TIRs5S7YgRU1k6lFgPfOY,"['10/12/2020 - 10/16/2020 08:30 AM - 04:30 PM', '10/19/2020 - 10/23/2020 08:30 AM - 04:30 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 04:30 PM']",Early County,049,31.3784353,-84.93325879999999,"17 MCDONALD AVE, BLAKELY, GA 39823","https://www.google.com/maps/search/17+MCDONALD+AVE.+BLAKELY,+GA,+39823"
116,COURTHOUSE,ChIJVR-XfYP47ogRKK7c2srs1-k,"['10/13/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Echols County,050,30.7030084,-83.0277878,"110 HWY 94 E, STATENVILLE, GA 31648","https://www.google.com/maps/search/110+HWY+94+E+STATENVILLE,+GA,+31648"
117,EFFINGHAM CO. BOARD OF ELECTIONS AND REGISTRATION,ChIJbSII57W5-4gRCNbwX_ABzXo,"['10/13/2020 - 10/16/2020 08:30 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Effingham County,051,32.3684649,-81.3166038,"284 GA HIGHWAY 119 S, SPRINGFIELD, GA 31329","https://www.google.com/maps/search/284+GA+HIGHWAY+119+S.+SPRINGFIELD,+GA,+31329"
118,ELBERT COUNTY ROCK GYM,ChIJ7b3z2XbN94gRjwAGIpFC_hE,['10/13/2020 - 10/30/2020 08:00 AM - 05:00 PM'],Elbert County,052,34.1099645,-82.8687314,"45 FOREST AVE, ELBERTON, GA 30635","https://www.google.com/maps/search/45+FOREST+AVE.+ELBERTON,+GA,+30635"
119,OFFICE,ChIJO_g0qEKk8IgRQ4VTT-BFFEY,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Emanuel County,053,32.5971822,-82.3338182,"105 SOUTH MAIN STREET, SWAINSBORO, GA 30401","https://www.google.com/maps/search/105+SOUTH+MAIN+STREET+SWAINSBORO,+GA,+30401"
120,COURTHOUSE ANNEX,ChIJMTrpruFg-ogR6PltrEjPasM,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Evans County,054,32.1618096,-81.90749009999999,"201 FREEMAN ST, CLAXTON, GA 30417","https://www.google.com/maps/search/201+FREEMAN+ST+CLAXTON,+GA,+30417"
121,ELECTION OFFICE,Ei00MDAgVyBNYWluIFN0ICMzMDEsIEJsdWUgUmlkZ2UsIEdBIDMwNTEzLCBVU0EiHxodChYKFAoSCVXDasJYpl-IEdBZaoKGev1HEgMzMDE,"['10/13/2020 - 10/16/2020 09:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 04:00 PM', '10/19/2020 - 10/23/2020 09:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 09:00 AM - 06:00 PM']",Fannin County,055,34.8644888,-84.3266764,"400 WEST MAIN ST. SUITE 301, BLUE RIDGE, GA 30513","https://www.google.com/maps/search/400+WEST+MAIN+ST.+SUITE+301+BLUE+RIDGE,+GA,+30513"
122,FAYETTE COUNTY ELECTIONS OFFICE,ChIJ3Xy84jTu9IgRf0h4TAmP0QA,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 05:00 PM']",Fayette County,056,33.4470043,-84.45705579999999,"140 STONEWALL AVENUE WEST, FAYETTEVILLE, GA 30214","https://www.google.com/maps/search/140+STONEWALL+AVENUE+WEST,+STE+209+FAYETTEVILLE,+GA,+30214"
123,FAYETTE COUNTY ELECTIONS OFFICE,ChIJ3Xy84jTu9IgRf0h4TAmP0QA,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 05:00 PM']",Fayette County,056,33.4470043,-84.45705579999999,"140 STONEWALL AVENUE WEST, FAYETTEVILLE, GA 30214","https://www.google.com/maps/search/140+STONEWALL+AVENUE+WEST,+STE+209+FAYETTEVILLE,+GA,+30214"
124,FAYETTE COUNTY PUBLIC LIBRARY,ChIJIxUOrDXu9IgRBpNKRX-kls8,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 05:00 PM']",Fayette County,056,33.4460131,-84.4569937,"1821 HERITAGE PARK WAY, FAYETTEVILLE, GA 30214","https://www.google.com/maps/search/1821+HERITAGE+PARK+WAY+FAYETTEVILLE,+GA,+30214"
125,FAYETTE COUNTY PUBLIC LIBRARY,ChIJIxUOrDXu9IgRBpNKRX-kls8,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 05:00 PM']",Fayette County,056,33.4460131,-84.4569937,"1821 HERITAGE PARK WAY, FAYETTEVILLE, GA 30214","https://www.google.com/maps/search/1821+HERITAGE+PARK+WAY+FAYETTEVILLE,+GA,+30214"
126,PEACHTREE CITY LIBRARY,ChIJF7qxaCPq9IgRCl-Co4c94f4,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 05:00 PM']",Fayette County,056,33.400401,-84.580643,"201 WILLOWBEND RD, PEACHTREE CITY, GA 30269","https://www.google.com/maps/search/201+WILLOWBEND+RD+PEACHTREE+CITY,+GA,+30269"
127,PEACHTREE CITY LIBRARY,ChIJF7qxaCPq9IgRCl-Co4c94f4,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 05:00 PM']",Fayette County,056,33.400401,-84.580643,"201 WILLOWBEND RD, PEACHTREE CITY, GA 30269","https://www.google.com/maps/search/201+WILLOWBEND+RD+PEACHTREE+CITY,+GA,+30269"
128,TYRONE TOWN HALL,ChIJpZWK2SLo9IgRigegeyLxc_c,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 05:00 PM']",Fayette County,056,33.4751851,-84.59626870000001,"881 SENOIA RD, TYRONE, GA 30290","https://www.google.com/maps/search/881+SENOIA+RD.+TYRONE,+GA,+30290"
129,TYRONE TOWN HALL,ChIJpZWK2SLo9IgRigegeyLxc_c,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 05:00 PM']",Fayette County,056,33.4751851,-84.59626870000001,"881 SENOIA RD, TYRONE, GA 30290","https://www.google.com/maps/search/881+SENOIA+RD.+TYRONE,+GA,+30290"
130,COAL MOUNTAIN PARK COMMUNITY BUILDING,ChIJX2jW8VGP9YgRdSLqIpNWe2o,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Forsyth County,058,34.2713481,-84.0915706,"3560 SETTINGDOWN RD, CUMMING, GA 30028","https://www.google.com/maps/search/3560+SETTINGDOWN+RD+CUMMING,+GA,+30028"
131,CUMMING RECREATION & PARKS MULTI-PURPOSE ROOM,ChIJ53wVKiOF9YgRUcJRVOXJuGs,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Forsyth County,058,34.2103953,-84.1334007,"437 PILGRIM MILL RD, CUMMING, GA 30040","https://www.google.com/maps/search/437+PILGRIM+MILL+RD+CUMMING,+GA,+30040"
132,ELECTIONS AND VOTER REGISTRATION OFFICE,ChIJAQnr5QKF9YgRAMtH8d3OL1k,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Forsyth County,058,34.2236034,-84.1387526,"1201 SAWNEE DRIVE, CUMMING, GA 30040","https://www.google.com/maps/search/1201+SAWNEE+DRIVE+CUMMING,+GA,+30040"
133,HAMPTON PARK LIBRARY,ChIJJS6myOWI9YgRMVPVaKXqgng,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Forsyth County,058,34.3052959,-84.0675323,"5345 SETTINGDOWN RD, CUMMING, GA 30041","https://www.google.com/maps/search/5345+SETTINGDOWN+RD+CUMMING,+GA,+30041"
134,MIDWAY PARK COMMUNITY BUILDING,ChIJY2n-Ui6D9YgRHiTkNoNRnAU,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Forsyth County,058,34.2028024,-84.2193453,"5100 POST RD, CUMMING, GA 30040","https://www.google.com/maps/search/5100+POST+RD+CUMMING,+GA,+30040"
135,OLDE ATLANTA CLUBHOUSE,ChIJpZzZaZWZ9YgRaZuS9vFpXqM,"['10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Forsyth County,058,34.081678,-84.12305599999999,"5745 OLDE ATLANTA PKWY, SUWANEE, GA 30024","https://www.google.com/maps/search/5745+OLDE+ATLANTA+PKWY+SUWANEE,+GA,+30024"
136,PARKS & REC NATURAL RESOURCES OPERATIONS CENTER,ChIJ5VOIE32E9YgRiQ5-Am8ZS7s,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Forsyth County,058,34.2390374,-84.17685399999999,"1605 CANTON HWY, CUMMING, GA 30040","https://www.google.com/maps/search/1605+CANTON+HWY+CUMMING,+GA,+30040"
137,SEXTON HALL ENRICHMENT CENTER,ChIJA8TbXsOb9YgRzpS-Fp5kAPo,"['10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Forsyth County,058,34.1157769,-84.1595306,"2115 CHLOE RD, CUMMING, GA 30041","https://www.google.com/maps/search/2115+CHLOE+RD+CUMMING,+GA,+30041"
138,SHARON FORKS LIBRARY,ChIJZ903tsWb9YgRzTDrEKvn0Rk,"['10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Forsyth County,058,34.1187797,-84.1565526,"2820 OLD ATLANTA RD, CUMMING, GA 30041","https://www.google.com/maps/search/2820+OLD+ATLANTA+RD+CUMMING,+GA,+30041"
139,SHARON SPRINGS PARK COMMUNITY BUILDING,ChIJBaXlk8Kb9YgR0poLwqLepos,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Forsyth County,058,34.1155823,-84.1639569,"1950 SHARON RD, CUMMING, GA 30041","https://www.google.com/maps/search/1950+SHARON+RD+CUMMING,+GA,+30041"
140,WINDERMERE LODGE,ChIJlToxTF2a9YgRvdZwEhfr5UY,"['10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Forsyth County,058,34.1354168,-84.12325630000001,"4444 FRONT NINE DR, CUMMING, GA 30041","https://www.google.com/maps/search/4444+FRONT+NINE+DR+CUMMING,+GA,+30041"
141,OLD CARNESVILLE PRIMARY SCHOOL,Eig4MjUgSHVsbCBBdmUsIENhcm5lc3ZpbGxlLCBHQSAzMDUyMSwgVVNBIhsSGQoUChIJx7YFIJ6fWIgRaoOdy3KbMycQuQY,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Franklin County,059,34.3661978,-83.233589,"825 HULL AVE, CARNESVILLE, GA 30521","https://www.google.com/maps/search/825+HULL+AVE+CARNESVILLE,+GA,+30521"
142,AA - ALPHARETTA BRANCH LIBRARY,ChIJLd6oi6J19YgRts_jqXZrqVs,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/26/2020 07:00 AM - 07:00 PM']",Fulton County,060,34.0739169,-84.2922893,"10 PARK PLAZA, ALPHARETTA, GA 30009","https://www.google.com/maps/search/10+PARK+PLAZA+ALPHARETTA,+GA,+30009"
143,AA - ATLANTA METROPOLITAN STATE COLLEGE,ChIJoxC8mPwC9YgRAIf1BJjmCG4,['10/16/2020 - 10/17/2020 09:00 AM - 05:00 PM'],Fulton County,060,33.7094958,-84.405776,"1630 METROPOLITAN PARKWAY SW, ATLANTA, GA 30310","https://www.google.com/maps/search/1630+METROPOLITAN+PARKWAY+SW+ATLANTA,+GA,+30310"
144,AA - BUCKHEAD LIBRARY,ChIJ8d9Sv40F9YgRzuLqDCuX0i4,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 08:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.8376168,-84.3793961,"269 BUCKHEAD AVENUE NE, ATLANTA, GA 30305","https://www.google.com/maps/search/269+BUCKHEAD+AVENUE+NE+ATLANTA,+GA,+30305"
145,AA - C.T MARTIN NATATORIUM AND RECREATION CENTER,ChIJTRqgYHAc9YgR5ywErhF4bs4,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.7541215,-84.4918471,"3201 MARTIN LUTHER KING JR. DR, ATLANTA, GA 30311","https://www.google.com/maps/search/3201+MARTIN+LUTHER+KING+JR.+DR.,+S.W.+ATLANTA,+GA,+30311"
146,AA - CHASTAIN PARK GYMNASIUM,EioxNDAgVyBXaWV1Y2EgUmQgTkUsIEF0bGFudGEsIEdBIDMwMzQyLCBVU0EiGxIZChQKEgkTlJHhEA_1iBGfQtRLs255ahCMAQ,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.8786735,-84.3815891,"140 WEST WIEUCA ROAD, ATLANTA, GA 30342","https://www.google.com/maps/search/140+WEST+WIEUCA+ROAD+ATLANTA,+GA,+30342"
147,AA - DOROTHY BENSON SENIOR MULTIPURPOSE,ChIJh_rEK5kO9YgRR0B_V_3mHGA,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.9293263,-84.3779565,"6500 VERNON WOODS DRIVE NE, SANDY SPRINGS, GA 30328","https://www.google.com/maps/search/6500+VERNON+WOODS+DRIVE+NE+SANDY+SPRINGS,+GA,+30328"
148,AA - EAST ROSWELL LIBRARY,ChIJ3fmlF8EK9YgRn_sO5RRDQmM,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,34.0029406,-84.29448889999999,"2301 HOLCOMB BRIDGE ROAD, ROSWELL, GA 30076","https://www.google.com/maps/search/2301+HOLCOMB+BRIDGE+ROAD+ROSWELL,+GA,+30076"
149,AA - EASTPOINT LIBRARY,ChIJJ44z_FId9YgR7y29LFsYncI,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.6803507,-84.4406947,"2757 MAIN, EAST POINT, GA 30344","https://www.google.com/maps/search/2757+MAIN+EAST+POINT,+GA,+30344"
